Award Date,Grant Number,Proposal Number,Grant Title,State Name,Grantee Name,Award Dollars,Program Name,Program Area Name
2016-05-14,2016-41100-01200,2016-05344,2016 State of Idaho Cooperative Extension Programs 1862 Land Grant Institution,IDAHO,UNIVERSITY OF IDAHO,2316673,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2016-05-14,2016-41200-01200,2016-05394,2016 State of Idaho Special Needs,IDAHO,UNIVERSITY OF IDAHO,60396,Cooperative Extension Programs at 1862 Land-Grant Institutions (Special Needs),"Smith-Lever 3B, 3C, and 3D Programs"
2016-04-28,2016-41510-01200,2016-05443,FFY16 State of Idaho Expanded Food and Nutrition Education Program,IDAHO,UNIVERSITY OF IDAHO,313923,Expanded Food and Nutrition Education Formula Program,"Smith-Lever 3B, 3C, and 3D Programs"
2016-05-10,2016-31100-06016,2016-05452,2016 State of Idaho Research Projects The Hatch Act of 1887,IDAHO,UNIVERSITY OF IDAHO,1561130,Hatch Act of 1887,Hatch Formula Programs
2016-04-20,2016-31200-06016,2016-05526,2016 State of Idaho Multi-State Projects The Hatch Act of 1887,IDAHO,UNIVERSITY OF IDAHO,652086,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2016-05-16,2016-46000-01200,2016-05641,2016 State of Idaho Renewable Resources Extension Act Program (RREA),IDAHO,UNIVERSITY OF IDAHO,42660,Renewable Resources Extension Act,Other Programs
2016-05-18,2016-32100-06016,2016-05832,FFY16 McIntire Stennis Program,IDAHO,UNIVERSITY OF IDAHO,483607,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
2016-08-15,2015-38624-24298,2016-06057,Improving canola production and production systems with genetic and agronomic advances to increase canola acreage in the Pacific Northwest.,IDAHO,SAES - UNIVERSITY OF IDAHO,189185,Supplemental and Alternative Crops,Other Programs
2016-09-14,2014-70006-22497,2016-07108,Extension Implementation Program for IPM in Idaho 2014-2017,IDAHO,SAES - UNIVERSITY OF IDAHO,274300,Extension Implementation Program,Crop Protection and Pest Management
2016-09-16,2016-70020-25804,2016-07428,Food Safety Modernization Act (FSMA) related food safety education and outreach for hard-to-reach audiences in the Pacific Northwest and Alaska using current Land-Grant university Extension system,IDAHO,SAES - UNIVERSITY OF IDAHO,522893,Regional FSMA Center,FSMA Outreach to Small Farmers
2016-08-18,2014-45300-22312,2016-07498,National Biodiesel Fuel Education Program,IDAHO,UNIVERSITY OF IDAHO,178944,Biodiesel Fuel Education Program,Other Programs
2017-05-09,2017-67014-26591,2016-09301,Characterization of the cyst nematode ubiquitin ligase effector and its virulence in host potato plants,IDAHO,SAES - UNIVERSITY OF IDAHO,149804,Pests and Beneficial Species in Agricultural Production Systems,Agriculture and Food Research Initiative
2016-12-14,2017-67004-26131,2016-09857,Increasing regional to global-scale resilience in FEW systems through coord. storage mgmt in concert with innovation in tech.& institutions,IDAHO,UNIVERSITY OF IDAHO,275000,Interagency Climate Change,Agriculture and Food Research Initiative
2017-03-21,2017-67016-26301,2016-10149,Ovine FAANG Project,IDAHO,SAES - UNIVERSITY OF IDAHO,499127,"Animal Health and Production and Animal Products: Animal Breeding, Genetics, and Genomics",Agriculture and Food Research Initiative
2017-02-21,2017-67014-26197,2016-10554,Characterization and manipulation of abiotic stress signaling in tomato,IDAHO,SAES - UNIVERSITY OF IDAHO,451747,Physiology of Agricultural Plants,Agriculture and Food Research Initiative
2016-09-16,2016-36100-06016,2016-10691,FFY16 Animal Health and Disease Program (AHD) for the Idaho Agricultural Experiment Station IAES,IDAHO,UNIVERSITY OF IDAHO,54024,Animal Health and Disease Research Program,Animal Health Formula Program
2017-04-25,2017-68006-26228,2016-10945,Integrated research and extension project to study and improve community assessment programs in three states,IDAHO,SAES - UNIVERSITY OF IDAHO,499999,Innovation for Rural Entrepreneurs and Communities,Agriculture and Food Research Initiative
2017-06-20,2017-68002-26819,2016-11575,Inland Pacific Northwest Wheat-Based Systems: Landscapes in Transition,IDAHO,SAES - UNIVERSITY OF IDAHO,3414911,Climate and Land Use,Agriculture and Food Research Initiative
2017-08-08,2017-38414-26960,2017-03762,Idaho Agricultural Education Alternatively Certified Teacher Support Program (ACTS),IDAHO,SAES - UNIVERSITY OF IDAHO,49951,Secondary Challenge Program,Secondary Agriculture Education Challenge Grants Program
2017-09-06,2017-38414-27118,2017-03773,"Connecting Land-Grant University Research Centers to Secondary Agricultural Education Students in Idaho, Kansas, and Oklahoma",IDAHO,SAES - UNIVERSITY OF IDAHO,283820,Secondary Challenge Program,Secondary Agriculture Education Challenge Grants Program
2017-05-18,2015-69004-23634,2017-04048,Risk assessment and eradication of Globodera spp. in U.S. production of Potato,IDAHO,SAES - UNIVERSITY OF IDAHO,677500,Global Food Security:  Mitigating Crop and Livestock Losses,Agriculture and Food Research Initiative
2017-09-13,2015-38624-24298,2017-04091,Improving canola production and production systems with genetic and agronomic advances to increase canola acreage in the Pacific Northwest.,IDAHO,SAES - UNIVERSITY OF IDAHO,228647,Supplemental and Alternative Crops,Other Programs
2017-09-12,2017-41580-26935,2017-04162,Federally Recognized Tribes Extension Program -Nez Perce,IDAHO,SAES - UNIVERSITY OF IDAHO,71679,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2017-08-08,2017-41580-26922,2017-04192,USDA-NIFA Fort Hall Agricultural Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,87000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2017-08-17,2017-41580-26930,2017-04227,Engaging Native Youth in Restoring their Community,IDAHO,SAES - UNIVERSITY OF IDAHO,82000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2017-09-18,2017-51102-27271,2017-04279,Pyramiding biofumigants and trap crops for eradication of Globodera pallida,IDAHO,SAES - UNIVERSITY OF IDAHO,499998,Methyl Bromide Transitions Program,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2017-09-13,2017-70006-27176,2017-04433,Extension Implementation Plan For Ipm In Idaho 2017-2020,IDAHO,SAES - UNIVERSITY OF IDAHO,179092,Extension Implementation Program,Crop Protection and Pest Management
2017-09-18,2014-45300-22312,2017-04766,National Biodiesel Fuel Education Program,IDAHO,UNIVERSITY OF IDAHO,178752,Biodiesel Fuel Education Program,Other Programs
2018-06-07,2018-67016-28310,2017-05751,Developing critical knowledge of intestinal microbiota and mucosal immune system influence on early fish health using a unique trout model,IDAHO,UNIVERSITY OF IDAHO,148293,Animal Health and Production and Animal Products: Animal Health and Disease,Agriculture and Food Research Initiative
2018-02-21,2018-67017-27630,2017-06764,Tracking the spread of antibiotic resistance genes and plasmids in agricultural soils,IDAHO,UNIVERSITY OF IDAHO,455000,Understanding Antimicrobial Resistance,Agriculture and Food Research Initiative
2018-04-13,2018-67022-27894,2017-06804,Engineering an economically-driven integrated suite of processes to maximize bio-recovery of carbon and nutrients from dairy manure,IDAHO,UNIVERSITY OF IDAHO,331974,Biorefining and Biomanufacturing,Agriculture and Food Research Initiative
2018-01-18,2018-67018-27514,2017-06982,"Conference on Dairy Foods:  Management, Production, Bioactive Components to Enhance Health",IDAHO,SAES - UNIVERSITY OF IDAHO,10697,"Food Safety, Nutrition, and Health: Function and Efficacy of Nutrients",Agriculture and Food Research Initiative
2018-05-04,2018-68006-28102,2017-08297,Scaling Up Local Vegetable and Fruit Production in the Inland Northwest: Overcoming Constraints for Sustainable Agricultural Development,IDAHO,UNIVERSITY OF IDAHO,480791,Agriculture Economics and Rural Communities: Small and Medium-Sized Farms,Agriculture and Food Research Initiative
2018-07-29,2016-67012-28381,2017-09328,Stalk Lodging: Development and Validation of Novel Devices to Measure Stalk Strength,IDAHO,UNIVERSITY OF IDAHO,30892,AFRI Post Doctoral Fellowships,Agriculture and Food Research Initiative
2018-09-06,2018-41520-28749,2018-03750,"The Juntos Sustainability Community Project: A collaboration between NC State University, NC A&T, and University of Idaho.",NORTH CAROLINA,SAES - NORTH CAROLINA STATE UNIVERSITY,160000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2018-09-14,2015-38624-24298,2018-03973,Improving canola production and production systems with genetic and agronomic advances to increase canola acreage in the Pacific Northwest.,IDAHO,SAES - UNIVERSITY OF IDAHO,196400,Supplemental and Alternative Crops,Other Programs
2018-06-19,2015-69004-23634,2018-04284,Risk assessment and eradication of Globodera spp. in U.S. production of Potato,IDAHO,SAES - UNIVERSITY OF IDAHO,677500,Global Food Security:  Mitigating Crop and Livestock Losses,Agriculture and Food Research Initiative
2019-03-11,2015-69004-23634,2018-05390,Risk assessment and eradication of Globodera spp. in U.S. production of Potato,IDAHO,SAES - UNIVERSITY OF IDAHO,677500,Global Food Security:  Mitigating Crop and Livestock Losses,Agriculture and Food Research Initiative
2018-07-23,2017-70006-27176,2018-05593,Extension Implementation Plan For Ipm In Idaho 2017-2020,IDAHO,SAES - UNIVERSITY OF IDAHO,177795,Extension Implementation Program,Crop Protection and Pest Management
2018-08-27,2017-41580-26922,2018-05675,USDA-NIFA Fort Hall Agricultural Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,87000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2018-08-27,2017-41580-26935,2018-05676,Federally Recognized Tribes Extension Program -Nez Perce,IDAHO,SAES - UNIVERSITY OF IDAHO,71679,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2018-09-05,2017-41580-26930,2018-05677,Engaging Native Youth in Restoring their Community,IDAHO,SAES - UNIVERSITY OF IDAHO,82000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2020-04-30,2020-67020-31340,2018-06883,"Social, economic, and ecological implications of grazing utilization and timing on riparian habitat in the Intermountain West",IDAHO,SAES - UNIVERSITY OF IDAHO,495000,Foundational Program:  Soil Health,Agriculture and Food Research Initiative
2019-05-03,2019-68006-29638,2018-06955,Understanding and supporting entrepreneurism among women and minorities,IDAHO,SAES - UNIVERSITY OF IDAHO,499993,Innovation for Rural Entrepreneurs and Communities,Agriculture and Food Research Initiative
2019-02-12,2019-67014-29109,2018-07378,Acclimating Commercial Tree Seedling Root System Architecture To Drought,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,480000,Foundational Knowledge of Agricultural Production Systems,Agriculture and Food Research Initiative
2019-05-01,2019-67018-29592,2018-07505,Seed grant to integrate variety selection and soil properties to reduce cadmium in wheat grain,IDAHO,SAES - UNIVERSITY OF IDAHO,164016,Improving Food Safety,Agriculture and Food Research Initiative
2019-05-09,2019-67018-29688,2018-07508,Protective Effect of Antioxidants against Ochratoxin A in Infant Cereals,IDAHO,SAES - UNIVERSITY OF IDAHO,324942,Improving Food Safety,Agriculture and Food Research Initiative
2018-09-12,2014-45300-22312,2018-07525,National Biodiesel Fuel Education Program,IDAHO,UNIVERSITY OF IDAHO,180874,Biodiesel Fuel Education Program,Other Programs
2019-07-03,2019-67021-29942,2018-08165,An Innovative Liquid Plasma Process for Continuous and Efficient Biodiesel Synthesis,IDAHO,UNIVERSITY OF IDAHO,197865,Biorefining and Biomanufacturing,Agriculture and Food Research Initiative
2019-05-17,2019-67012-29721,2018-08177,"Investigation of gut microbiota, physiological stress response, and immune parameters in cultured burbot (Lota lota)",IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,144723,AFRI Post Doctoral Fellowships,Agriculture and Food Research Initiative
2019-07-02,2019-68006-29325,2018-08367,Women Farmers on the Rise in the US and Idaho: Understanding and Supporting Women Farm Operators,IDAHO,UNIVERSITY OF IDAHO,499999,Agriculture Economics and Rural Communities: Small and Medium-Sized Farms,Agriculture and Food Research Initiative
2019-05-17,2019-67023-29636,2018-08698,Tapestry: A Collaborative Open Source Data Platform and Virtual Laboratory for Regional and Rural Development,IDAHO,SAES - UNIVERSITY OF IDAHO,487459,Agriculture Economics and Rural Communities: Environment,Agriculture and Food Research Initiative
2019-06-18,2019-38504-29891,2019-02646,Diversifying Farm Financial Benchmarking with Pacific Northwest and Intermountain Regional Data,IDAHO,SAES - UNIVERSITY OF IDAHO,469088,Farm Business Management and Benchmarking Program,Farm Business Management and Benchmarking Program
2019-08-27,2019-41520-30040,2019-02753,"Juntos Idaho, University of Idaho Sustainable Community Project",IDAHO,SAES - UNIVERSITY OF IDAHO,87000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2019-07-17,2018-41520-28749,2019-03503,"The Juntos Sustainability Community Project: A collaboration between NC State University, NC A&T, and University of Idaho.",NORTH CAROLINA,SAES - NORTH CAROLINA STATE UNIVERSITY,300000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2019-08-29,2019-49400-30034,2019-03655,"Cultivating Success Idaho: Advanced Skill Building for Beginning Farmers and Ranchers through Hands-on, In-depth Production Education",IDAHO,SAES - UNIVERSITY OF IDAHO,456860,"Beginning Farmer and Rancher Development Program, Standard",Beginning Farmer and Rancher
2019-09-03,2017-41580-26922,2019-03912,USDA-NIFA Fort Hall Agricultural Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,87000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2019-07-31,2017-41580-26930,2019-03913,Engaging Native Youth in Restoring their Community,IDAHO,SAES - UNIVERSITY OF IDAHO,82000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2019-08-21,2017-41580-26935,2019-03914,Federally Recognized Tribes Extension Program -Nez Perce,IDAHO,SAES - UNIVERSITY OF IDAHO,71679,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2019-08-29,2019-38624-30312,2019-04158,Improving canola production and production systems with genetic and agronomic advances to increase canola acreage in the Pacific Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,293000,Supplemental and Alternative Crops,Other Programs
2019-08-30,2019-70020-30345,2019-04224,Customized Food Safety Education Strategy for Hard-to-Reach Audiences in the Western Pacific Islands,IDAHO,SAES - UNIVERSITY OF IDAHO,299735,Regional FSMA Center,FSMA Outreach to Small Farmers
2019-08-01,2017-70006-27176,2019-04270,Extension Implementation Plan For Ipm In Idaho 2017-2020,IDAHO,SAES - UNIVERSITY OF IDAHO,174522,Extension Implementation Program,Crop Protection and Pest Management
2020-05-06,2020-67016-31542,2019-05914,Early Life Stressors Affect Health of Dairy Calves,IDAHO,SAES - UNIVERSITY OF IDAHO,200000,Animal Health and Production and Animal Products: Animal Health and Disease,Agriculture and Food Research Initiative
2020-06-01,2020-67022-31699,2019-06440,Efficient Production of Green Nitrogen Fertilizer from Air and Water by a Liquid-Phase Plasma Process,IDAHO,UNIVERSITY OF IDAHO,199923,Agricultural Engineering,Agriculture and Food Research Initiative
2020-04-29,2020-67020-31174,2019-06529,Nutrient leaching potential from western forests growing at maximum productivity along a time series of water reclamation facilities,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,500000,Foundational Program:  Soil Health,Agriculture and Food Research Initiative
2020-04-30,2020-67022-31374,2019-07036,Design and Synthesis of Myrosinase-Glucosinolate Magnetic Nanoparticles for Agri-Food Applications,IDAHO,UNIVERSITY OF IDAHO,196088,Agriculture Systems and Technology: Nanotechnology for Agricultural and Food Systems,Agriculture and Food Research Initiative
2020-04-22,2020-68008-31404,2019-07053,"Integrating plant physiology, insect management, and extension strategies to improve survival of nursery stock",IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,298420,Critical Agricultural Research and Extension: CARE,Agriculture and Food Research Initiative
2020-06-11,2020-67034-31888,2019-07120,Predicting Range Expansion in Diorhabda,IDAHO,UNIVERSITY OF IDAHO,43068,AFRI Predoctoral Fellowships,Agriculture and Food Research Initiative
2020-06-03,2020-67012-31782,2019-07219,"How agricultural antibiotics and manure interact to shape soil communities, ecosystem function and environmental antibiotic resistance",IDAHO,SAES - UNIVERSITY OF IDAHO,72165,AFRI Post Doctoral Fellowships,Agriculture and Food Research Initiative
2020-09-23,2020-67023-33261,2019-07794,Agricultural Practices & Policies: Particulate Matter and Rural Health,IDAHO,SAES - UNIVERSITY OF IDAHO,199974,Agriculture Economics and Rural Communities: Environment,Agriculture and Food Research Initiative
2020-06-09,2020-69012-31871,2019-08306,"Creating a new bioeconomy for dairies to increase nutrient recycling, enhance productivity of crops, & stimulate prosperity in rural America",IDAHO,SAES - UNIVERSITY OF IDAHO,10000000,Sustainable Agricultural Systems,Agriculture and Food Research Initiative
2020-05-22,2020-67023-31679,2020-02010,Engaging 1994 LGU participants in NAE4-HA Conference for Positive Youth Development,IDAHO,SAES - UNIVERSITY OF IDAHO,10750,Innovation for Rural Entrepreneurs and Communities,Agriculture and Food Research Initiative
2020-07-22,2020-51106-32358,2020-02368,Soil Health and Management in Organic Systems: Identifying Meaningful Targets and Pathways towards Resilience,IDAHO,SAES - UNIVERSITY OF IDAHO,499864,Organic Transitions,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2020-10-23,2021-67016-33390,2020-02685,Mitochondrial dysfunction in heat stress-induced lactation depression,IDAHO,SAES - UNIVERSITY OF IDAHO,200000,"Animal Health and Production and Animal Products: Improved Nutritional Performance, Growth, and Lactation of Animals",Agriculture and Food Research Initiative
2020-11-18,2021-67016-33718,2020-02690,Myokines: an avenue for improved muscle growth,IDAHO,SAES - UNIVERSITY OF IDAHO,200000,"Animal Health and Production and Animal Products: Improved Nutritional Performance, Growth, and Lactation of Animals",Agriculture and Food Research Initiative
2020-07-13,2020-51181-32136,2020-02807,"Development of sustainable system-based management strategies for two vector-borne, tuber necrotic viruses in potato",IDAHO,SAES - UNIVERSITY OF IDAHO,5756299,Specialty Crop Research Initiative,Specialty Crop Research Initiative
2020-11-04,2021-67016-33416,2020-02844,Development of the ovine pangenome,IDAHO,SAES - UNIVERSITY OF IDAHO,500000,"Animal Health and Production and Animal Products: Animal Breeding, Genetics, and Genomics",Agriculture and Food Research Initiative
2020-08-07,2017-41580-26922,2020-03086,USDA-NIFA Fort Hall Agricultural Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,93616,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2020-08-06,2017-41580-26930,2020-03092,Engaging Native Youth in Restoring their Community,IDAHO,SAES - UNIVERSITY OF IDAHO,88616,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2020-08-04,2017-41580-26935,2020-03142,Federally Recognized Tribes Extension Program -Nez Perce,IDAHO,SAES - UNIVERSITY OF IDAHO,78295,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2021-01-13,2021-68006-34028,2020-04601,Building and Sustaining Community Connections During and After Disasters: Rapid Response & Recovery Community Assessment Programs,IDAHO,SAES - UNIVERSITY OF IDAHO,499985,Innovation for Rural Entrepreneurs and Communities,Agriculture and Food Research Initiative
2020-07-01,2019-41520-30040,2020-04771,"Juntos Idaho, University of Idaho Sustainable Community Project",IDAHO,SAES - UNIVERSITY OF IDAHO,140000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2020-07-09,2018-41520-28749,2020-04773,"The Juntos Sustainability Community Project: A collaboration between NC State University, NC A&T, and University of Idaho.",NORTH CAROLINA,SAES - NORTH CAROLINA STATE UNIVERSITY,280000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2020-11-12,2021-67020-33419,2020-04998,Improving the ecological services of Nez Perce Lands through agriculture management and decision support tools.,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,494021,"Renewable Energy, Natural Resources, and Environment: Agroecosystem Management",Agriculture and Food Research Initiative
2020-07-29,2017-70006-27176,2020-06176,Extension Implementation Plan for IPM in Idaho 2017-2020,IDAHO,SAES - UNIVERSITY OF IDAHO,177136,Extension Implementation Program,Crop Protection and Pest Management
2021-02-26,2021-67023-34476,2020-06231,"Risk Management by Dairy Producers: Perception, Practice and Barriers to Adoption",IDAHO,SAES - UNIVERSITY OF IDAHO,94088,Agriculture Economics and Rural Communities: Markets and Trade,Agriculture and Food Research Initiative
2020-08-22,2020-70411-32777,2020-07139,UI-New Beginning for Tribal Students Program,IDAHO,UNIVERSITY OF IDAHO,288999,New Beginning for Tribal Students,Tribal Grant Programs
2020-08-27,2020-51102-32921,2020-07283,Development of Resistance and Trap Cropping for Control of Globodera pallida,IDAHO,SAES - UNIVERSITY OF IDAHO,497522,Methyl Bromide Transitions Program,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2020-08-25,2020-70006-32980,2020-07400,Managing an emerging invasive aphid pest of small grains in North America,IDAHO,SAES - UNIVERSITY OF IDAHO,324470,Applied Research and Development Program,Crop Protection and Pest Management
2020-08-25,2020-38624-32470,2020-08059,Improving canola production and production systems with genetic and agronomic advances to increase canola acreage in the Pacific Northwest.,IDAHO,SAES - UNIVERSITY OF IDAHO,315955,Supplemental and Alternative Crops,Other Programs
2021-04-22,2021-67022-34834,2020-08740,Hybridizing Wood with Zinc Oxide-Eugenol Cement towards High-performance Building Materials,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,329888,Biorefining and Biomanufacturing,Agriculture and Food Research Initiative
2021-07-20,2021-67022-35504,2020-08768,Engineering Research and Development of a Prototype Hydrochar Production System for Phosphorus Cycling from Dairy Manure,IDAHO,UNIVERSITY OF IDAHO,487608,Agricultural Engineering,Agriculture and Food Research Initiative
2021-02-19,2021-67021-34414,2020-08799,Biopesticides - a vital part of sustainable crop production systems,IDAHO,SAES - UNIVERSITY OF IDAHO,48382,Agricultural Engineering,Agriculture and Food Research Initiative
2021-01-25,2021-67021-34204,2020-08806,Effective Degradation of PFAS in Cattle Drinking Water by Liquid Plasma Treatment to Prevent Milk Contamination,IDAHO,UNIVERSITY OF IDAHO,199999,Agricultural Engineering,Agriculture and Food Research Initiative
2021-01-29,2021-67021-34253,2020-08861,FACT-AI: Harnessing artificial intelligence for implementing integrated pest management in small-grain production systems,IDAHO,SAES - UNIVERSITY OF IDAHO,236763,Food and Agriculture Cyberinformatics and Tools,Agriculture and Food Research Initiative
2021-02-08,2021-67021-34255,2020-08868,FACT:  Field Crop Variety Data Hub For Information Access And Knowledge Discovery Using Historical And Current Trial Data,IDAHO,SAES - UNIVERSITY OF IDAHO,493800,Food and Agriculture Cyberinformatics and Tools,Agriculture and Food Research Initiative
2021-03-25,2021-67038-34629,2020-09329,"Undergraduate research and mentoring at the nexus of plant, animal and human",IDAHO,SAES - UNIVERSITY OF IDAHO,499969,Research and Extension Experiences for Undergraduates,Agriculture and Food Research Initiative
2021-03-29,2021-69018-34639,2020-09441,Undergraduate training in applied plant microbiology for regenerative agriculture and habitat restoration in the Intermountain West,IDAHO,SAES - UNIVERSITY OF IDAHO,292876,Research and Extension Experiences for Undergraduates,Agriculture and Food Research Initiative
2021-05-21,2021-67034-35046,2020-09963,Modeling a sustainable bioenergy future with increasing climate variability,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,119215,AFRI Predoctoral Fellowships,Agriculture and Food Research Initiative
2021-05-18,2021-67034-34997,2020-10162,Recovery and resilency of Pacific Northwest forests under varying management scenarios,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,112520,AFRI Predoctoral Fellowships,Agriculture and Food Research Initiative
2021-05-27,2021-67034-35181,2020-10815,Valorization of crop residue and agricultural plastic waste via catalytic co-pyrolysis,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,127862,AFRI Post Doctoral Fellowships,Agriculture and Food Research Initiative
2021-06-10,2021-67034-35156,2020-10917,AFRI Education and Workforce Development Program Postdoctoral Fellow,IDAHO,UNIVERSITY OF IDAHO,33198,AFRI Post Doctoral Fellowships,Agriculture and Food Research Initiative
2021-05-21,2021-38420-34937,2021-03631,In-depth graduate training in forest soil health,IDAHO,SAES - UNIVERSITY OF IDAHO,175000,National Needs Graduate Fellowships Program,National Needs Graduate Fellowship Grant Program
2021-05-20,2018-41520-28749,2021-03747,"The Juntos Sustainability Community Project: A collaboration between NC State University, NC A&T, and University of Idaho.",NORTH CAROLINA,SAES - NORTH CAROLINA STATE UNIVERSITY,264000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2021-06-25,2021-38414-34960,2021-03774,Increasing Agricultural Teacher Candidate Proficiency in Food Security Education,IDAHO,SAES - UNIVERSITY OF IDAHO,280000,Secondary Challenge Program,Secondary Agriculture Education Challenge Grants Program
2021-04-23,2019-41520-30040,2021-03975,"Juntos Idaho, University of Idaho Sustainable Community Project",IDAHO,SAES - UNIVERSITY OF IDAHO,132000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2021-07-29,2021-41520-35353,2021-04152,Juntos Sustainable Community Project: University of Idaho and Washington State University Joint Project,IDAHO,SAES - UNIVERSITY OF IDAHO,160000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2021-06-02,2021-51102-35189,2021-04365,Improved Biofumigant Formulation for Eradication of Globodera pallida,IDAHO,SAES - UNIVERSITY OF IDAHO,499992,Methyl Bromide Transitions Program,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2021-05-12,2017-41580-26922,2021-04410,USDA-NIFA Fort Hall Agricultural Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,93616,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2021-05-24,2017-41580-26930,2021-04418,Engaging Native Youth in Restoring their Community,IDAHO,SAES - UNIVERSITY OF IDAHO,88616,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2021-06-14,2021-70411-35212,2021-04752,Titooqan Wepcukuywit (Indian Knowledge),IDAHO,UNIVERSITY OF IDAHO,250000,New Beginning for Tribal Students,Tribal Grant Programs
2021-07-12,2021-51106-35491,2021-04806,Cereal-pea intercropping systems as a profitable cropping strategy to organic transitions and soil health,IDAHO,SAES - UNIVERSITY OF IDAHO,600000,Organic Transitions,"Integrated Res., Educ.,  & Ext. Competitive Grants Program"
2021-07-29,2021-70006-35310,2021-04891,Developing the use of crop oils for management of current-season spread of Potato virus Y in Pacific Northwest potato,IDAHO,SAES - UNIVERSITY OF IDAHO,199770,Applied Research and Development Program,Crop Protection and Pest Management
2021-08-03,2021-70006-35386,2021-05152,Extension Implementation Plan for IPM in Idaho 2021-2024,IDAHO,SAES - UNIVERSITY OF IDAHO,281762,Extension Implementation Program,Crop Protection and Pest Management
2021-08-05,2021-38624-35751,2021-05511,Improving canola production and production systems with genetic and agronomic advances to increase canola acreage in the Pacific Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,229463,Supplemental and Alternative Crops,Other Programs
2021-08-05,2021-70020-35754,2021-05650,Collaborative Food Safety Education and Training for the Deaf and Hard of Hearing Farmers in the Pacific Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,544158,Regional FSMA Center,FSMA Outreach to Small Farmers
2021-05-12,2017-41580-26935,2021-05905,Federally Recognized Tribes Extension Program -Nez Perce,IDAHO,SAES - UNIVERSITY OF IDAHO,78295,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2021-11-09,2022-67016-36314,2021-07209,"Determining The Ideal Age At Transportation To Enhance The Well-Being, Health, And Productivity Of Dairy Calves",IDAHO,SAES - UNIVERSITY OF IDAHO,300000,Animal Health and Production and Animal Products: Animal Well-Being,Agriculture and Food Research Initiative
2022-03-10,2022-67014-37036,2021-07512,Investigation of NAC1 transcription factor activation domains towards development of early-ripening tomato,IDAHO,SAES - UNIVERSITY OF IDAHO,299432,Physiology of Agricultural Plants,Agriculture and Food Research Initiative
